"Tag_Status","Building_block","Discipline","Cost_Code_COR","Tag_Number","Top_Tag","Skid_Ref","PO_Package_Number","System_Number","Equinor_Equipment_Category_1_4","Equipment_Type_Description","Area","Sub_Area","Function_Area","L_or_TT_mm","W_or_ID_mm","H_or_TT_mm","Footprint_m2","Modification_Phase_Code","Modification_Construction_Code","Modification_Handling_Code","Allowance_pct","Net_Dry_Weight_kg","Gross_Dry_Weight_kg","Content_Weight_kg","Dry_CoG_East_mm","Dry_CoG_North_mm","Dry_CoG_Elevation_mm","Price_Source","Cost_Proj_currency","Cost_Date","Exch_rate","NOK","Pressure_1_barg","Pressure_2_barg","Temp_1_degC","Temp_2_degC","Flow_rate_1_m3_per_hr","Flow_rate_2_m3_per_hr","Capacity_m3","Heat_transfer_medium_type","Speed_RPM","Heat_Exchanged_per_Unit_kW","Shaft_Power_kW","Rated_Power_kW","Heat_Transfer_Surface_Area_m2","Material_1","Material_2","Reference_or_Source","Reference_doc_dwg_PID_etc","Risk_Weight_accuracy","Risk_Footprint_accuracy","Risk_Design_basis","Risk_comments","Remarks","CLASS_OF_ACTIVITY","CLASS_OF_FUNCTIONAL_OBJECT","CLASS_OF_INANIMATE_PHYSICAL_OBJECT"
,,"J","EJJB","A-87JC022",,,"EI102",87.0,,"CM/IIoT – I/O Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329200.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC023",,,"EI102",87.0,,"CM/IIoT – I/O Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,328398.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC024",,,"EI102",87.0,,"CM/IIoT – Control Cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC026",,,"EI013",87.0,,"Valve monitoring Cabinet(for additional sensors mounted on the valves)","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325992.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC027",,,"EI013",87.0,,"Valve leakage cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325190.0,392505.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
,,"J","EJJB","A-87JC028",,,"EI007",87.0,,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325190.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
,,"J","EJJB","A-87JC029",,,"EI007",87.0,,"Electrical actuator supplier monitoring cabinet","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,325992.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC030",,,"EI002",87.0,,"Multiphase processing cabinet UWP Krafla","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,326794.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC031",,,"EI002",87.0,,"Multiphase processing cabinet UWP Askja","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC032",,,"EI002",87.0,,"Multiphase processing cabinet UPP","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,327596.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC033",,,"EI002",87.0,,"Metering cabinet UPP GAS","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,329200.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC034",,,"ER001",87.0,,"Compressor Control Cabinet skid 1","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC035",,,"BN001",87.0,,"Bridge bearing monitoring field panel","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,330804.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"location to be confirmed",,,
,,"J","EJJB","A-87JC036",,,"EI003",87.0,,"Analyser control cabinet for process and environment","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,338200.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC037",,,"BN001",87.0,,"Bridge bearing monitoring cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,340600.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC038",,,"EI004",87.0,,"Nucleonic level measurement cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,341402.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC039",,,"EI006",87.0,,"Sand monitoring Cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,342204.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"A",,"A-87JC040",,,"-",87.0,,"Manual valve Interlock key cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Not requiered to be smart cabinet. Only key hangers. 100% manual",,,
,,"J","EJJB","A-87JC040",,,"EI006",87.0,,"UID - Power Control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,342204.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC043",,,"EI103",87.0,,"Vibration control cabinet - Protection and CM","Cellar deck","AQ200","CER 2",800.0,800.0,2200.0,0.64,,,"PERM",0.15,200.0,229.99999999999997,,343808.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC044",,,"ER001",87.0,,"Compressor Control Cabinet skid 2","Cellar deck","AQ200","CER 1",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,330002.0,392100.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC048",,,"EI015",87.0,,"Robot panel for local pad and spare battery","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,343806.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJB","A-87JC050",,,"EI015",87.0,,"Drone control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,337400.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC051",,,"EI015",87.0,,"Drone control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,338598.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC054",,,"EI102",87.0,,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,343004.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JC055",,,"EI102",87.0,,"Supplier CM Cabinet - Unidentifed but added for development buffer","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"FUT",0.15,200.0,229.99999999999997,,337796.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC063",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,337796.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC064",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,336994.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC065",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,336192.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC066",,,"EI101",87.0,,"Subsea SAS supplier control cabinet","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,335390.0,371770.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC067",,,"EI101",87.0,,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJB","A-87JC068",,,"EI101",87.0,,"Subsea SAS supplier control cabinet - Future","Cellar deck","AQ200","CER 2",400.0,800.0,2200.0,0.32,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF001",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,328396.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF002",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,327594.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF003",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP200","AP200",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,326792.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF004",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325990.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF005",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325188.0,394930.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF006",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP300","AP300",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325190.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF007",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,325992.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF008",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,326794.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF009",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP400","AP400",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,327596.0,394525.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF010",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP500","AP500",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,328278.0,394325.0,502698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF011",,,"EI101",87.0,,"SAS FAU/RIO Cabinet","Cellar deck","AP500","AP500",400.0,800.0,1500.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF012",,,"EI101",87.0,,"SAS Compressor skid 1st RIO","Weather deck","AP500","SKID",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF013",,,"EI101",87.0,,"SAS TEG skid RIO","Mezzanine deck","AP300","SKID",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF014",,,"EI101",87.0,,"SAS Liquid export pump skid RIO","Mezzanine deck","AQ300","HOLD",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF015",,,"EI101",87.0,,"Electro FTC Cabinet","Mezzanine deck","AQ300","LV swb. room 1",400.0,600.0,1500.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,330900.0,389150.0,509200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJF","A-87JF016",,,"EI101",87.0,,"VSD FTC Cabinets","Process deck","AQ400","HV VSD room",400.0,600.0,1500.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,331800.0,388750.0,516200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","EJJF","A-87JF017",,,"EI101",87.0,,"SAS Compressor skid 2nd RIO","Weather deck","AP500","SKID",400.0,600.0,1500.0,0.24,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW",,"J","EJJF","A-87JF018",,,"EI101",87.0,,"SAS FTC special I/O Cabinet","Cellar deck","AQ200","AQ200",400.0,800.0,2200.0,0.32,,,"PERM",0.15,110.0,126.49999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JO001",,,"EI101",87.0,,"Engineering Work Station on desk","Cellar deck","AQ200","CER 1",1000.0,1000.0,1000.0,1.0,,,"TEMP",0.15,200.0,229.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JO002",,,"EI101",87.0,,"Temporary Operator Station on desk","Cellar deck","AQ200","CER 1",1000.0,1000.0,1000.0,1.0,,,"TEMP",0.15,200.0,229.99999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JQ010",,,"EI101",87.0,,"SAS Server Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,325092.0,401180.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Server function requiered on the UPP and not shore(e.g. historian buffer) and a voyage recorder",,,
,,"J",,"A-87JQ011",,,"EI101",87.0,,"SAS Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,326594.0,401580.0,501210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JQ012",,,"EI101",87.0,,"SAS Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,327096.0,401180.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ013",,,"EI101",87.0,,"SIS Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,328598.0,401580.0,501210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ014",,,"EI101",87.0,,"SIS Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,329100.0,401180.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ015",,,"EI101",87.0,,"Field Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,326094.0,399575.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ016",,,"EI101",87.0,,"Field Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,327096.0,399575.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ017",,,"EI101",87.0,,"3rd pary Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,328098.0,399575.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ018",,,"EI101",87.0,,"3rd pary Network Distribution Cabinet","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,329100.0,399575.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","ETRQ","A-87JQ019",,,"EI101",87.0,,"Network Monitoring system (Solarwind)","Cellar deck","AQ200","CER 1",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,325092.0,399575.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ020",,,"EI101",87.0,,"Service network cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,332000.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J",,"A-87JQ021",,,"EI101",87.0,,"Service network cabinet","Cellar deck","AQ200","CER 2",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,332802.0,374740.0,502360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX010",,,"EI004",87.0,,"Nucleonic field panel","Mezzanine deck","AP300",,600.0,400.0,600.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX011",,,"EI004",87.0,,"Nucleonic field panel","Mezzanine deck","AP300",,600.0,400.0,600.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX012",,,"ER019",87.0,,"Flare ignition panel","Process deck","AP400",,600.0,400.0,600.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX013",,,"ER019",87.0,,"Flare ignition panel","Process deck","AP400",,600.0,400.0,600.0,0.24,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX014",,,"EI003",87.0,,"Analyser panel","Mezzanine deck","AP300",,600.0,400.0,600.0,0.24,,,"FUT",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX015",,,"EI003",87.0,,"Analyser panel","Process deck","AP400",,600.0,400.0,600.0,0.24,,,"FUT",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX016",,,"EI012",87.0,,"Analyser panel","Mezzanine deck","AP300",,600.0,400.0,600.0,0.24,,,"FUT",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J","EJJX","A-87JX017",,,"EI012",87.0,,"Analyser Manual sample station","Process deck","AP400",,600.0,400.0,600.0,0.24,,,"FUT",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"J",,"A-87JX018",,,"EI003",87.0,,"Analyser Manual sample station","Mezzanine deck","AP300",,600.0,400.0,600.0,0.24,,,"FUT",0.15,,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"U",,"A-87UO001",,,"-",87.0,,"Krafla EPU01 Cabinet","Cellar deck","AQ200","HOLD",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,500.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subsea power interface may go directly from hang-off to electrical cabinet",,,
,,"U",,"A-87UO002",,,"-",87.0,,"Krafla EPU02 Cabinet","Cellar deck","AQ200","HOLD",1000.0,800.0,2200.0,0.8,,,"PERM",0.15,500.0,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Subsea power interface may go directly from hang-off to electrical cabinet",,,
"DIFF",,"J","ERXX","A-87XX001",,,"EI015",87.0,,"Robot dock-in station","Cellar deck","AQ200","Outdoor",1000.0,800.0,200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,348800.0,380638.0,501000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","ERXX","A-87XX002",,,"EI015",87.0,,"Robot dock-in station","Mezzanine deck","AQ300","Outdoor",1000.0,800.0,200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,348800.0,380638.0,508000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","ERXX","A-87XX003",,,"EI015",87.0,,"Robot dock-in station","Process deck","AQ400","Outdoor",1000.0,800.0,200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,348800.0,380638.0,515000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","ERXX","A-87XX004",,,"EI015",87.0,,"Robot dock-in station","Weather deck","AP500","AP500 R",1000.0,800.0,200.0,0.8,,,"PERM",0.15,200.0,229.99999999999997,,348800.0,380638.0,522000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DIFF",,"J","ERXX","A-87XX007",,,"EI015",87.0,,"Drone dock-in station","Cellar deck","AQ200","Outdoor",1000.0,1000.0,1000.0,1.0,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
"DIFF",,"J","ERXX","A-87XX008",,,"EI015",87.0,,"Drone dock-in station","Cellar deck","AQ200","Outdoor",1000.0,1000.0,1000.0,1.0,,,"PERM",0.15,200.0,229.99999999999997,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"May be moved onshore",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.162162162162,,,
